Row Labels;Sum of msgs_per_sec;;
2026-01-17T16:28:43.1916978Z;6818;;6818
2026-01-17T16:28:44.1981688Z;5136;;5136
2026-01-17T16:28:45.2395720Z;5051;;5051
2026-01-17T16:28:46.2710470Z;4993;;4993
2026-01-17T16:28:47.3378018Z;5109;;5109
2026-01-17T16:28:48.3395090Z;4877;;4877
2026-01-17T16:28:49.6529443Z;5148;;5148
2026-01-17T16:28:50.6660915Z;5208;;5208
2026-01-17T16:28:51.7186671Z;6249;;6249
2026-01-17T16:28:52.7226833Z;3526;;3526
2026-01-17T16:28:53.7638107Z;5133;;5133
2026-01-17T16:28:54.8252199Z;6684;;6684
2026-01-17T16:28:55.8670720Z;4792;;4792
2026-01-17T16:28:56.8743543Z;5188;;5188
2026-01-17T16:28:57.8740773Z;3140;;3140
2026-01-17T16:28:58.9486352Z;2201;;2201
2026-01-17T16:28:59.9939726Z;6130;;6130
2026-01-17T16:29:00.9961526Z;9655;;9655
2026-01-17T16:29:01.9995137Z;3983;;3983
2026-01-17T16:29:03.0078982Z;6077;;6077
2026-01-17T16:29:04.0108699Z;4762;;4762
2026-01-17T16:29:05.0146518Z;6123;;6123
2026-01-17T16:29:06.0153956Z;4449;;4449
2026-01-17T16:29:07.0164847Z;5216;;5216
2026-01-17T16:29:08.0169071Z;5288;;5288
2026-01-17T16:29:09.0217770Z;4529;;4529
2026-01-17T16:29:10.0236679Z;4567;;4567
2026-01-17T16:29:11.0300481Z;6586;;6586
2026-01-17T16:29:12.0432384Z;5254;;5254
2026-01-17T16:29:13.0453327Z;4425;;4425
2026-01-17T16:29:14.0518222Z;5556;;5556
2026-01-17T16:29:15.0528505Z;4804;;4804
2026-01-17T16:29:16.0542838Z;5353;;5353
2026-01-17T16:29:17.0592612Z;3708;;3708
2026-01-17T16:29:18.0641190Z;5284;;5284
2026-01-17T16:29:19.0697280Z;4235;;4235
2026-01-17T16:29:20.0732908Z;5198;;5198
2026-01-17T16:29:21.0837558Z;6462;;6462
2026-01-17T16:29:22.0843685Z;4482;;4482
2026-01-17T16:29:23.0918134Z;1412;;1412
2026-01-17T16:29:24.0919310Z;9150;;9150
2026-01-17T16:29:25.0987593Z;5019;;5019
2026-01-17T16:29:26.0992097Z;5042;;5042
2026-01-17T16:29:27.1017621Z;4744;;4744
2026-01-17T16:29:28.1017334Z;5241;;5241
2026-01-17T16:29:29.1123091Z;4986;;4986
2026-01-17T16:29:30.1162882Z;5023;;5023
2026-01-17T16:29:31.1159924Z;4967;;4967
2026-01-17T16:29:32.1227421Z;4978;;4978
2026-01-17T16:29:33.1322252Z;5088;;5088
2026-01-17T16:29:34.1336665Z;4875;;4875
2026-01-17T16:29:35.1405888Z;5063;;5063
2026-01-17T16:29:36.1479639Z;4989;;4989
2026-01-17T16:29:37.1492317Z;4813;;4813
2026-01-17T16:29:38.1494592Z;5224;;5224
2026-01-17T16:29:39.1487052Z;4973;;4973
2026-01-17T16:29:40.1559926Z;4981;;4981
2026-01-17T16:29:41.4823615Z;259;;259
2026-01-17T16:29:42.5534298Z;5461;;5461
2026-01-17T16:29:43.6092418Z;8746;;8746
2026-01-17T16:29:44.6635240Z;6623;;6623
2026-01-17T16:29:45.7325656Z;4809;;4809
2026-01-17T16:29:46.7476562Z;5914;;5914
2026-01-17T16:29:47.7495077Z;4657;;4657
2026-01-17T16:29:48.8064902Z;4982;;4982
2026-01-17T16:29:49.8659886Z;5676;;5676
2026-01-17T16:29:50.9469120Z;4964;;4964
2026-01-17T16:29:51.9719432Z;5566;;5566
2026-01-17T16:29:52.9725398Z;5185;;5185
2026-01-17T16:29:53.9794271Z;4226;;4226
2026-01-17T16:29:54.9870415Z;6235;;6235
2026-01-17T16:29:55.9895453Z;5288;;5288
2026-01-17T16:29:57.0392728Z;5068;;5068
2026-01-17T16:29:58.0509709Z;5276;;5276
2026-01-17T16:29:59.0625935Z;2383;;2383
2026-01-17T16:30:00.0661246Z;8220;;8220
2026-01-17T16:30:01.0713626Z;5442;;5442
2026-01-17T16:30:02.0710986Z;5002;;5002
2026-01-17T16:30:03.0768667Z;4602;;4602
2026-01-17T16:30:04.0851653Z;5172;;5172
2026-01-17T16:30:05.0885198Z;5251;;5251
2026-01-17T16:30:06.0912172Z;4951;;4951
2026-01-17T16:30:07.0989896Z;5039;;5039
2026-01-17T16:30:08.1120504Z;4076;;4076
2026-01-17T16:30:09.1132163Z;1613;;1613
2026-01-17T16:30:10.1232564Z;9279;;9279
2026-01-17T16:30:11.1846502Z;369;;369
2026-01-17T16:30:12.1951629Z;9538;;9538
2026-01-17T16:30:13.2041755Z;2111;;2111
2026-01-17T16:30:14.2154535Z;4126;;4126
2026-01-17T16:30:15.2227545Z;8808;;8808
2026-01-17T16:30:16.2933026Z;5129;;5129
2026-01-17T16:30:17.5758609Z;5101;;5101
2026-01-17T16:30:18.5755414Z;5939;;5939
2026-01-17T16:30:19.6127010Z;5160;;5160
2026-01-17T16:30:20.6154282Z;4002;;4002
2026-01-17T16:30:21.6192362Z;4970;;4970
2026-01-17T16:30:22.7359679Z;5015;;5015
2026-01-17T16:30:23.7398755Z;6373;;6373
2026-01-17T16:30:24.7444595Z;5044;;5044
2026-01-17T16:30:25.7515123Z;3573;;3573
2026-01-17T16:30:26.7927827Z;6824;;6824
2026-01-17T16:30:27.8044409Z;4840;;4840
2026-01-17T16:30:28.9469950Z;3372;;3372
2026-01-17T16:30:29.9779917Z;5611;;5611
2026-01-17T16:30:30.9780263Z;6509;;6509
2026-01-17T16:30:31.9792043Z;5703;;5703
2026-01-17T16:30:32.9829592Z;4873;;4873
2026-01-17T16:30:33.9847034Z;4877;;4877
2026-01-17T16:30:34.9860931Z;5774;;5774
2026-01-17T16:30:35.9856125Z;4425;;4425
2026-01-17T16:30:36.9867987Z;5388;;5388
2026-01-17T16:30:37.9891394Z;5017;;5017
2026-01-17T16:30:38.9975207Z;5523;;5523
2026-01-17T16:30:39.9981493Z;4751;;4751
2026-01-17T16:30:41.0080660Z;5464;;5464
2026-01-17T16:30:42.0148432Z;5023;;5023
2026-01-17T16:30:43.0278539Z;4870;;4870
2026-01-17T16:30:44.0325039Z;5699;;5699
2026-01-17T16:30:45.0358215Z;4410;;4410
2026-01-17T16:30:46.0365272Z;2687;;2687
2026-01-17T16:30:47.0418302Z;6775;;6775
2026-01-17T16:30:48.0513179Z;4669;;4669
2026-01-17T16:30:49.0608808Z;6124;;6124
2026-01-17T16:30:50.0645571Z;4963;;4963
2026-01-17T16:30:51.0655286Z;5649;;5649
2026-01-17T16:30:52.0742395Z;4965;;4965
2026-01-17T16:30:53.0761432Z;3970;;3970
2026-01-17T16:30:54.0837672Z;6068;;6068
2026-01-17T16:30:55.0837034Z;4964;;4964
2026-01-17T16:30:56.0849121Z;5016;;5016
2026-01-17T16:30:57.0941459Z;4902;;4902
2026-01-17T16:30:58.0946037Z;1829;;1829
2026-01-17T16:30:59.1000631Z;8165;;8165
2026-01-17T16:31:00.1063179Z;1542;;1542
2026-01-17T16:31:01.1069838Z;8577;;8577
2026-01-17T16:31:02.1070733Z;4981;;4981
2026-01-17T16:31:03.1075276Z;5015;;5015
2026-01-17T16:31:04.1079596Z;4968;;4968
2026-01-17T16:31:05.1160842Z;5071;;5071
2026-01-17T16:31:06.1173408Z;5000;;5000
2026-01-17T16:31:07.1167863Z;4694;;4694
2026-01-17T16:31:08.1205931Z;5196;;5196
2026-01-17T16:31:09.1334205Z;278;;278
2026-01-17T16:31:10.1429206Z;7302;;7302
2026-01-17T16:31:11.1428991Z;7519;;7519
2026-01-17T16:31:12.1471550Z;5010;;5010
2026-01-17T16:31:13.1474340Z;4578;;4578
2026-01-17T16:31:14.1489761Z;5451;;5451
2026-01-17T16:31:15.1495035Z;4906;;4906
2026-01-17T16:31:16.1486259Z;5024;;5024
2026-01-17T16:31:17.1584431Z;4951;;4951
2026-01-17T16:31:18.1611332Z;4965;;4965
2026-01-17T16:31:19.1736684Z;4966;;4966
2026-01-17T16:31:20.1728759Z;5053;;5053
2026-01-17T16:31:21.1732239Z;5015;;5015
2026-01-17T16:31:22.1782863Z;4376;;4376
2026-01-17T16:31:23.1777430Z;5667;;5667
2026-01-17T16:31:24.1902256Z;4860;;4860
2026-01-17T16:31:25.2053275Z;5121;;5121
2026-01-17T16:31:26.2515872Z;4979;;4979
2026-01-17T16:31:27.3635423Z;5157;;5157
2026-01-17T16:31:28.5017230Z;5047;;5047
2026-01-17T16:31:29.5544962Z;5588;;5588
2026-01-17T16:31:30.5997667Z;5131;;5131
2026-01-17T16:31:31.6025532Z;4945;;4945
2026-01-17T16:31:32.6093120Z;4411;;4411
2026-01-17T16:31:33.6158034Z;6066;;6066
2026-01-17T16:31:34.6764892Z;4770;;4770
2026-01-17T16:31:35.7223142Z;5439;;5439
2026-01-17T16:31:36.7334443Z;4965;;4965
2026-01-17T16:31:37.8195595Z;5285;;5285
2026-01-17T16:31:38.8284431Z;5020;;5020
2026-01-17T16:31:39.8301855Z;5108;;5108
2026-01-17T16:31:40.8700210Z;5155;;5155
2026-01-17T16:31:41.9171279Z;4999;;4999
2026-01-17T16:31:42.9167970Z;5424;;5424
2026-01-17T16:31:43.9169235Z;4822;;4822
2026-01-17T16:31:44.9214830Z;5564;;5564
2026-01-17T16:31:45.9217218Z;2374;;2374
2026-01-17T16:31:46.9460805Z;6068;;6068
2026-01-17T16:31:47.9582978Z;5924;;5924
2026-01-17T16:31:48.9701640Z;5736;;5736
2026-01-17T16:31:49.9746681Z;5475;;5475
2026-01-17T16:31:50.9800067Z;4901;;4901
2026-01-17T16:31:51.9809346Z;5285;;5285
2026-01-17T16:31:52.9916718Z;4611;;4611
2026-01-17T16:31:54.0065212Z;4727;;4727
2026-01-17T16:31:55.0081538Z;5625;;5625
2026-01-17T16:31:56.0115554Z;5677;;5677
2026-01-17T16:31:57.0124349Z;2260;;2260
2026-01-17T16:31:58.0217137Z;4779;;4779
2026-01-17T16:31:59.0549720Z;4655;;4655
2026-01-17T16:32:00.0602588Z;5719;;5719
2026-01-17T16:32:01.0671794Z;6293;;6293
2026-01-17T16:32:02.0723887Z;3165;;3165
2026-01-17T16:32:03.0817899Z;3224;;3224
2026-01-17T16:32:04.0925934Z;7949;;7949
2026-01-17T16:32:05.0982077Z;7663;;7663
2026-01-17T16:32:06.0984952Z;4957;;4957
2026-01-17T16:32:07.1095929Z;4944;;4944
2026-01-17T16:32:08.1232208Z;5055;;5055
2026-01-17T16:32:09.1240832Z;5105;;5105
2026-01-17T16:32:10.1262374Z;4720;;4720
2026-01-17T16:32:11.1314527Z;5311;;5311
2026-01-17T16:32:12.1323630Z;4873;;4873
2026-01-17T16:32:13.1336994Z;5052;;5052
2026-01-17T16:32:14.1362688Z;5075;;5075
2026-01-17T16:32:15.1408045Z;4882;;4882
2026-01-17T16:32:16.1492415Z;4945;;4945
2026-01-17T16:32:17.1496041Z;5128;;5128
2026-01-17T16:32:18.1577572Z;4990;;4990
2026-01-17T16:32:19.1632298Z;5000;;5000
2026-01-17T16:32:20.1647165Z;4990;;4990
2026-01-17T16:32:21.1657874Z;5009;;5009
2026-01-17T16:32:22.1700765Z;5011;;5011
2026-01-17T16:32:23.2205719Z;2633;;2633
2026-01-17T16:32:24.2568532Z;7442;;7442
2026-01-17T16:32:25.2585313Z;5006;;5006
2026-01-17T16:32:26.2991335Z;5064;;5064
2026-01-17T16:32:27.3387655Z;5050;;5050
2026-01-17T16:32:28.3811281Z;5154;;5154
2026-01-17T16:32:29.4772452Z;4797;;4797
2026-01-17T16:32:30.5530764Z;5091;;5091
2026-01-17T16:32:31.5990887Z;5654;;5654
2026-01-17T16:32:32.6009037Z;5003;;5003
2026-01-17T16:32:33.6051549Z;5239;;5239
2026-01-17T16:32:34.6574382Z;5190;;5190
2026-01-17T16:32:35.7294318Z;4952;;4952
2026-01-17T16:32:36.7800184Z;5560;;5560
2026-01-17T16:32:37.8300457Z;4918;;4918
2026-01-17T16:32:38.8827488Z;5512;;5512
2026-01-17T16:32:39.8879155Z;5311;;5311
2026-01-17T16:32:40.8905808Z;4809;;4809
2026-01-17T16:32:41.9571488Z;3604;;3604
2026-01-17T16:32:42.9643428Z;6985;;6985
2026-01-17T16:32:43.9639685Z;4925;;4925
2026-01-17T16:32:44.9661282Z;4966;;4966
2026-01-17T16:32:45.9678016Z;5199;;5199
2026-01-17T16:32:46.9685043Z;3030;;3030
2026-01-17T16:32:47.9775676Z;7096;;7096
2026-01-17T16:32:48.9799478Z;4990;;4990
2026-01-17T16:32:49.9813541Z;4817;;4817
2026-01-17T16:32:50.9944888Z;4650;;4650
2026-01-17T16:32:52.0651156Z;4721;;4721
2026-01-17T16:32:53.0658533Z;7539;;7539
2026-01-17T16:32:54.0677551Z;4541;;4541
2026-01-17T16:32:55.0737866Z;5560;;5560
2026-01-17T16:32:56.0774627Z;4619;;4619
2026-01-17T16:32:57.0820415Z;5414;;5414
2026-01-17T16:32:58.0833457Z;4994;;4994
2026-01-17T16:32:59.0832519Z;5027;;5027
2026-01-17T16:33:00.0834238Z;5011;;5011
2026-01-17T16:33:01.0891954Z;4885;;4885
2026-01-17T16:33:02.0905776Z;5047;;5047
2026-01-17T16:33:03.0912667Z;5030;;5030
2026-01-17T16:33:04.0909587Z;4952;;4952
2026-01-17T16:33:05.0951225Z;5064;;5064
2026-01-17T16:33:06.0979623Z;4964;;4964
2026-01-17T16:33:07.0989570Z;4917;;4917
2026-01-17T16:33:08.0990815Z;5148;;5148
2026-01-17T16:33:09.1017017Z;5009;;5009
2026-01-17T16:33:10.1058092Z;4945;;4945
2026-01-17T16:33:11.1150192Z;5001;;5001
2026-01-17T16:33:12.1169491Z;4982;;4982
2026-01-17T16:33:13.1215033Z;4955;;4955
2026-01-17T16:33:14.1249857Z;5047;;5047
2026-01-17T16:33:15.1306032Z;5013;;5013
2026-01-17T16:33:16.1393725Z;4920;;4920
2026-01-17T16:33:17.1408950Z;5006;;5006
2026-01-17T16:33:18.1411661Z;5052;;5052
2026-01-17T16:33:19.1490320Z;5093;;5093
2026-01-17T16:33:20.1573961Z;4959;;4959
2026-01-17T16:33:21.1577135Z;4955;;4955
2026-01-17T16:33:22.1641972Z;4979;;4979
2026-01-17T16:33:23.1652228Z;4995;;4995
2026-01-17T16:33:24.1660916Z;5081;;5081
2026-01-17T16:33:25.1660042Z;4900;;4900
2026-01-17T16:33:26.1667948Z;5055;;5055
2026-01-17T16:33:27.1716256Z;5043;;5043
2026-01-17T16:33:28.1709984Z;4982;;4982
2026-01-17T16:33:29.1740979Z;4954;;4954
2026-01-17T16:33:30.1749011Z;5024;;5024
2026-01-17T16:33:31.1821336Z;4968;;4968
2026-01-17T16:33:32.1965817Z;5055;;5055
2026-01-17T16:33:33.1972337Z;4928;;4928
2026-01-17T16:33:34.2374888Z;4979;;4979
2026-01-17T16:33:35.2699860Z;5195;;5195
2026-01-17T16:33:36.2890030Z;5063;;5063
2026-01-17T16:33:37.2990580Z;4980;;4980
2026-01-17T16:33:38.3269316Z;5020;;5020
2026-01-17T16:33:39.3526077Z;5051;;5051
2026-01-17T16:33:40.3815858Z;5273;;5273
2026-01-17T16:33:41.3908473Z;4936;;4936
2026-01-17T16:33:42.4135160Z;5123;;5123
2026-01-17T16:33:43.4519834Z;4953;;4953
2026-01-17T16:33:44.4801475Z;5128;;5128
2026-01-17T16:33:45.5233253Z;5246;;5246
2026-01-17T16:33:46.5253426Z;5084;;5084
2026-01-17T16:33:47.5531212Z;4938;;4938
2026-01-17T16:33:48.5556780Z;5060;;5060
2026-01-17T16:33:49.5693975Z;5180;;5180
2026-01-17T16:33:50.5793364Z;5342;;5342
2026-01-17T16:33:51.5790461Z;4455;;4455
2026-01-17T16:33:52.5877953Z;5322;;5322
2026-01-17T16:33:53.6154658Z;5186;;5186
2026-01-17T16:33:54.6221563Z;4942;;4942
2026-01-17T16:33:55.6540371Z;4994;;4994
2026-01-17T16:33:56.6674223Z;4997;;4997
2026-01-17T16:33:57.6762106Z;5113;;5113
2026-01-17T16:33:58.7128817Z;4963;;4963
2026-01-17T16:33:59.7513625Z;5637;;5637
2026-01-17T16:34:00.7512751Z;4615;;4615
2026-01-17T16:34:01.7562781Z;5160;;5160
2026-01-17T16:34:02.7871132Z;5580;;5580
2026-01-17T16:34:03.8140809Z;4770;;4770
2026-01-17T16:34:04.8442381Z;5283;;5283
2026-01-17T16:34:05.8510664Z;4710;;4710
2026-01-17T16:34:06.8509823Z;4373;;4373
2026-01-17T16:34:07.8563019Z;1280;;1280
2026-01-17T16:34:08.8586466Z;3642;;3642
2026-01-17T16:34:09.8666227Z;2223;;2223
2026-01-17T16:34:10.8718176Z;1842;;1842
2026-01-17T16:34:11.8733507Z;3271;;3271
2026-01-17T16:34:12.9654178Z;5581;;5581
2026-01-17T16:34:13.9790853Z;8638;;8638
2026-01-17T16:34:15.0052761Z;6951;;6951
2026-01-17T16:34:16.0055559Z;3329;;3329
2026-01-17T16:34:17.0215017Z;4885;;4885
2026-01-17T16:34:18.0380053Z;6585;;6585
2026-01-17T16:34:19.0407978Z;7667;;7667
2026-01-17T16:34:20.0597225Z;4250;;4250
2026-01-17T16:34:21.0690155Z;6739;;6739
2026-01-17T16:34:22.0702538Z;7910;;7910
2026-01-17T16:34:23.0810667Z;5816;;5816
2026-01-17T16:34:24.0955234Z;6660;;6660
2026-01-17T16:34:25.1018371Z;5927;;5927
2026-01-17T16:34:26.1201879Z;3042;;3042
2026-01-17T16:34:27.1253535Z;6887;;6887
2026-01-17T16:34:28.1303528Z;4138;;4138
2026-01-17T16:34:29.1323184Z;6090;;6090
2026-01-17T16:34:30.1322868Z;5058;;5058
2026-01-17T16:34:31.1406028Z;4988;;4988
2026-01-17T16:34:32.1413440Z;4987;;4987
2026-01-17T16:34:33.1411804Z;5020;;5020
2026-01-17T16:34:34.1423798Z;4938;;4938
2026-01-17T16:34:35.1504974Z;5047;;5047
2026-01-17T16:34:36.1504169Z;4980;;4980
2026-01-17T16:34:37.1543335Z;5073;;5073
2026-01-17T16:34:38.1578058Z;4925;;4925
2026-01-17T16:34:39.1585545Z;4994;;4994
2026-01-17T16:34:40.1645355Z;5010;;5010
2026-01-17T16:34:41.1717715Z;5006;;5006
2026-01-17T16:34:42.1809229Z;4979;;4979
2026-01-17T16:34:43.1812775Z;5015;;5015
2026-01-17T16:34:44.1886280Z;5024;;5024
2026-01-17T16:34:45.1905346Z;4966;;4966
2026-01-17T16:34:46.1912413Z;5013;;5013
2026-01-17T16:34:47.1956165Z;5030;;5030
2026-01-17T16:34:48.2013619Z;4991;;4991
2026-01-17T16:34:49.2256184Z;5041;;5041
2026-01-17T16:34:50.2615410Z;5085;;5085
2026-01-17T16:34:51.2881791Z;4994;;4994
2026-01-17T16:34:52.3066781Z;5043;;5043
2026-01-17T16:34:53.3423361Z;5040;;5040
2026-01-17T16:34:54.3532753Z;4976;;4976
2026-01-17T16:34:55.3974468Z;5239;;5239
2026-01-17T16:34:56.4292528Z;5013;;5013
2026-01-17T16:34:57.4505265Z;5087;;5087
2026-01-17T16:34:58.4740543Z;5239;;5239
2026-01-17T16:34:59.4880419Z;5002;;5002
2026-01-17T16:35:00.5157302Z;5268;;5268
2026-01-17T16:35:01.5182162Z;4853;;4853
2026-01-17T16:35:02.5296392Z;5181;;5181
2026-01-17T16:35:03.5720630Z;4988;;4988
2026-01-17T16:35:04.6056803Z;5158;;5158
2026-01-17T16:35:05.6058397Z;4933;;4933
2026-01-17T16:35:06.6303617Z;5253;;5253
2026-01-17T16:35:07.6614504Z;5387;;5387
2026-01-17T16:35:08.6611847Z;4786;;4786
2026-01-17T16:35:09.7049453Z;5216;;5216
2026-01-17T16:35:10.7075257Z;4643;;4643
2026-01-17T16:35:11.7298025Z;5609;;5609
2026-01-17T16:35:12.7540189Z;5063;;5063
2026-01-17T16:35:13.7894585Z;5030;;5030
2026-01-17T16:35:14.8097716Z;5213;;5213
2026-01-17T16:35:15.8214708Z;4872;;4872
2026-01-17T16:35:16.8543419Z;5269;;5269
2026-01-17T16:35:17.8683330Z;5063;;5063
2026-01-17T16:35:18.8992956Z;5164;;5164
2026-01-17T16:35:19.9234711Z;5198;;5198
2026-01-17T16:35:20.9240547Z;4880;;4880
2026-01-17T16:35:21.9405401Z;4991;;4991
2026-01-17T16:35:22.9419266Z;4951;;4951
2026-01-17T16:35:23.9510859Z;5504;;5504
2026-01-17T16:35:24.9593657Z;4525;;4525
2026-01-17T16:35:25.9717856Z;6056;;6056
2026-01-17T16:35:26.9743035Z;4889;;4889
2026-01-17T16:35:27.9791797Z;4782;;4782
2026-01-17T16:35:28.9941754Z;5460;;5460
2026-01-17T16:35:29.9956150Z;4927;;4927
2026-01-17T16:35:30.9965036Z;4929;;4929
2026-01-17T16:35:31.9969821Z;5117;;5117
2026-01-17T16:35:33.0116657Z;5235;;5235
2026-01-17T16:35:34.0159820Z;5367;;5367
2026-01-17T16:35:35.0188757Z;5051;;5051
2026-01-17T16:35:36.0184948Z;5052;;5052
2026-01-17T16:35:37.0181526Z;4729;;4729
2026-01-17T16:35:38.0205714Z;5280;;5280
2026-01-17T16:35:39.0314514Z;5061;;5061
2026-01-17T16:35:40.0410668Z;4926;;4926
2026-01-17T16:35:41.0437107Z;5360;;5360
2026-01-17T16:35:42.0576154Z;4998;;4998
2026-01-17T16:35:43.0657906Z;4919;;4919
2026-01-17T16:35:44.0659309Z;5049;;5049
2026-01-17T16:35:45.0717732Z;5045;;5045
2026-01-17T16:35:46.0721876Z;5000;;5000
2026-01-17T16:35:47.0740380Z;4966;;4966
2026-01-17T16:35:48.0740733Z;5027;;5027
2026-01-17T16:35:49.0756988Z;4951;;4951
2026-01-17T16:35:50.0764459Z;4925;;4925
2026-01-17T16:35:51.0823325Z;5139;;5139
2026-01-17T16:35:52.0859935Z;4834;;4834
2026-01-17T16:35:53.0966245Z;5203;;5203
2026-01-17T16:35:54.0975705Z;5001;;5001
2026-01-17T16:35:55.0970673Z;4937;;4937
2026-01-17T16:35:56.1017646Z;5112;;5112
2026-01-17T16:35:57.1024070Z;4940;;4940
2026-01-17T16:35:58.1076616Z;4970;;4970
2026-01-17T16:35:59.1157573Z;5029;;5029
2026-01-17T16:36:00.1156954Z;5038;;5038
2026-01-17T16:36:01.1164497Z;4888;;4888
2026-01-17T16:36:02.1241854Z;5063;;5063
2026-01-17T16:36:03.1238081Z;5023;;5023
2026-01-17T16:36:04.1322363Z;5028;;5028
2026-01-17T16:36:05.1389708Z;4928;;4928
2026-01-17T16:36:06.1411727Z;4985;;4985
2026-01-17T16:36:07.1450072Z;5047;;5047
2026-01-17T16:36:08.1490377Z;4949;;4949
2026-01-17T16:36:09.1491784Z;5051;;5051
2026-01-17T16:36:10.1645478Z;4994;;4994
2026-01-17T16:36:11.1652913Z;4986;;4986
2026-01-17T16:36:12.1659030Z;4968;;4968
2026-01-17T16:36:13.1682933Z;5024;;5024
2026-01-17T16:36:14.1773055Z;5059;;5059
2026-01-17T16:36:15.1792882Z;4956;;4956
2026-01-17T16:36:16.1825519Z;4952;;4952
2026-01-17T16:36:17.1835796Z;5050;;5050
2026-01-17T16:36:18.1890711Z;5000;;5000
2026-01-17T16:36:19.1918742Z;5028;;5028
2026-01-17T16:36:20.2008013Z;5018;;5018
2026-01-17T16:36:21.2111088Z;5004;;5004
2026-01-17T16:36:22.2223410Z;4962;;4962
2026-01-17T16:36:23.2655545Z;5006;;5006
2026-01-17T16:36:24.2888830Z;5103;;5103
2026-01-17T16:36:25.3014091Z;5142;;5142
2026-01-17T16:36:26.3156294Z;5182;;5182
2026-01-17T16:36:27.3195459Z;5157;;5157
2026-01-17T16:36:28.3402235Z;4791;;4791
2026-01-17T16:36:29.3536122Z;5104;;5104
2026-01-17T16:36:30.3690401Z;5072;;5072
2026-01-17T16:36:31.3845128Z;5277;;5277
2026-01-17T16:36:32.3868664Z;4770;;4770
2026-01-17T16:36:33.4138059Z;4884;;4884
2026-01-17T16:36:34.4318967Z;5320;;5320
2026-01-17T16:36:35.4371194Z;5538;;5538
2026-01-17T16:36:36.4382246Z;4372;;4372
2026-01-17T16:36:37.4392699Z;5298;;5298
2026-01-17T16:36:38.4596961Z;4994;;4994
2026-01-17T16:36:39.4712851Z;4967;;4967
2026-01-17T16:36:40.5023347Z;4551;;4551
2026-01-17T16:36:41.5106405Z;5799;;5799
2026-01-17T16:36:42.5152020Z;5263;;5263
2026-01-17T16:36:43.5328656Z;4616;;4616
2026-01-17T16:36:44.5537706Z;4734;;4734
2026-01-17T16:36:45.5594692Z;5394;;5394
2026-01-17T16:36:46.5845259Z;5416;;5416
2026-01-17T16:36:47.6046168Z;4969;;4969
2026-01-17T16:36:48.6274964Z;4408;;4408
2026-01-17T16:36:49.6505428Z;5539;;5539
2026-01-17T16:36:50.6638294Z;5424;;5424
2026-01-17T16:36:51.6851133Z;4983;;4983
2026-01-17T16:36:52.6863531Z;4734;;4734
2026-01-17T16:36:53.7073385Z;5282;;5282
2026-01-17T16:36:54.7099989Z;4972;;4972
2026-01-17T16:36:55.7306625Z;5271;;5271
2026-01-17T16:36:56.7582108Z;4399;;4399
2026-01-17T16:36:57.7606869Z;5136;;5136
2026-01-17T16:36:58.7913481Z;5047;;5047
2026-01-17T16:36:59.8095533Z;5754;;5754
2026-01-17T16:37:00.8312937Z;4373;;4373
2026-01-17T16:37:01.8462826Z;5785;;5785
2026-01-17T16:37:02.8546080Z;4546;;4546
2026-01-17T16:37:03.8548503Z;5249;;5249
2026-01-17T16:37:04.8779223Z;5097;;5097
2026-01-17T16:37:05.9012719Z;5028;;5028
2026-01-17T16:37:06.9078211Z;4999;;4999
2026-01-17T16:37:07.9196895Z;5100;;5100
2026-01-17T16:37:08.9218934Z;4636;;4636
2026-01-17T16:37:09.9313525Z;5379;;5379
2026-01-17T16:37:10.9378171Z;5112;;5112
2026-01-17T16:37:11.9409049Z;5189;;5189
2026-01-17T16:37:12.9505301Z;5306;;5306
2026-01-17T16:37:13.9534568Z;5242;;5242
2026-01-17T16:37:14.9529304Z;4480;;4480
2026-01-17T16:37:15.9554481Z;4636;;4636
2026-01-17T16:37:16.9557737Z;5735;;5735
2026-01-17T16:37:17.9639804Z;4962;;4962
2026-01-17T16:37:18.9665766Z;4660;;4660
2026-01-17T16:37:19.9711534Z;4927;;4927
2026-01-17T16:37:20.9736213Z;5945;;5945
2026-01-17T16:37:21.9770659Z;4571;;4571
2026-01-17T16:37:22.9778685Z;4895;;4895
2026-01-17T16:37:23.9830303Z;5262;;5262
2026-01-17T16:37:24.9944435Z;4357;;4357
2026-01-17T16:37:26.0013929Z;6135;;6135
2026-01-17T16:37:27.0074849Z;4843;;4843
2026-01-17T16:37:28.0094108Z;4212;;4212
2026-01-17T16:37:29.0197225Z;5624;;5624
2026-01-17T16:37:30.0206476Z;5311;;5311
2026-01-17T16:37:31.0228957Z;4895;;4895
2026-01-17T16:37:32.0270201Z;5067;;5067
2026-01-17T16:37:33.0276254Z;4889;;4889
2026-01-17T16:37:34.0322412Z;5371;;5371
2026-01-17T16:37:35.0336917Z;4265;;4265
2026-01-17T16:37:36.0395360Z;5659;;5659
2026-01-17T16:37:37.0512974Z;5117;;5117
2026-01-17T16:37:38.0521840Z;5361;;5361
2026-01-17T16:37:39.0528503Z;4919;;4919
2026-01-17T16:37:40.0670875Z;5190;;5190
2026-01-17T16:37:41.0663690Z;4824;;4824
2026-01-17T16:37:42.0739806Z;5168;;5168
2026-01-17T16:37:43.0823879Z;5017;;5017
2026-01-17T16:37:44.0899621Z;4998;;4998
2026-01-17T16:37:45.0905320Z;5010;;5010
2026-01-17T16:37:46.0990846Z;4973;;4973
2026-01-17T16:37:47.0990993Z;5011;;5011
