Row Labels;Sum of msgs_per_sec;;
2026-01-17T16:09:51.0712675Z;5107;;5107
2026-01-17T16:09:52.0812429Z;4080;;4080
2026-01-17T16:09:53.0817807Z;6610;;6610
2026-01-17T16:09:54.0815953Z;5042;;5042
2026-01-17T16:09:55.0839978Z;877;;877
2026-01-17T16:09:56.0973791Z;8851;;8851
2026-01-17T16:09:57.1081825Z;5300;;5300
2026-01-17T16:09:58.1087939Z;5034;;5034
2026-01-17T16:09:59.1140716Z;1817;;1817
2026-01-17T16:10:00.1237138Z;8087;;8087
2026-01-17T16:10:01.1312521Z;2952;;2952
2026-01-17T16:10:02.1407719Z;7092;;7092
2026-01-17T16:10:03.1482403Z;5037;;5037
2026-01-17T16:10:04.1622368Z;4660;;4660
2026-01-17T16:10:05.1746029Z;5341;;5341
2026-01-17T16:10:06.1821859Z;4905;;4905
2026-01-17T16:10:07.1855757Z;4896;;4896
2026-01-17T16:10:08.1897294Z;5055;;5055
2026-01-17T16:10:09.1922207Z;3136;;3136
2026-01-17T16:10:10.1919275Z;6963;;6963
2026-01-17T16:10:11.1950689Z;4969;;4969
2026-01-17T16:10:12.2013185Z;5104;;5104
2026-01-17T16:10:13.2262888Z;4945;;4945
2026-01-17T16:10:14.2562282Z;5179;;5179
2026-01-17T16:10:15.3630088Z;4885;;4885
2026-01-17T16:10:16.4046110Z;5169;;5169
2026-01-17T16:10:17.4529624Z;4997;;4997
2026-01-17T16:10:18.5642802Z;4946;;4946
2026-01-17T16:10:19.5932435Z;6041;;6041
2026-01-17T16:10:20.5976732Z;4662;;4662
2026-01-17T16:10:21.6780858Z;5195;;5195
2026-01-17T16:10:22.6807620Z;5401;;5401
2026-01-17T16:10:23.7233683Z;5150;;5150
2026-01-17T16:10:24.7339788Z;4736;;4736
2026-01-17T16:10:25.7830708Z;5785;;5785
2026-01-17T16:10:26.8475815Z;4771;;4771
2026-01-17T16:10:27.8497967Z;4215;;4215
2026-01-17T16:10:28.8561939Z;4213;;4213
2026-01-17T16:10:29.8571701Z;6753;;6753
2026-01-17T16:10:30.8998169Z;5582;;5582
2026-01-17T16:10:31.9362312Z;4933;;4933
2026-01-17T16:10:32.9475010Z;5034;;5034
2026-01-17T16:10:33.9670769Z;4915;;4915
2026-01-17T16:10:34.9838499Z;4959;;4959
2026-01-17T16:10:35.9957994Z;5961;;5961
2026-01-17T16:10:36.9981772Z;5185;;5185
2026-01-17T16:10:37.9997718Z;5338;;5338
2026-01-17T16:10:39.0073094Z;2831;;2831
2026-01-17T16:10:40.0135700Z;6114;;6114
2026-01-17T16:10:41.0172087Z;5114;;5114
2026-01-17T16:10:42.0250137Z;6621;;6621
2026-01-17T16:10:43.0331863Z;5114;;5114
2026-01-17T16:10:44.0385072Z;3678;;3678
2026-01-17T16:10:45.0391530Z;3160;;3160
2026-01-17T16:10:46.0434054Z;8005;;8005
2026-01-17T16:10:47.0517250Z;1377;;1377
2026-01-17T16:10:48.0539595Z;9039;;9039
2026-01-17T16:10:49.0566709Z;4977;;4977
2026-01-17T16:10:50.0639554Z;4915;;4915
2026-01-17T16:10:51.0735348Z;5103;;5103
2026-01-17T16:10:52.0806606Z;3790;;3790
2026-01-17T16:10:53.0876507Z;6169;;6169
2026-01-17T16:10:54.0905759Z;4981;;4981
2026-01-17T16:10:55.0898941Z;4909;;4909
2026-01-17T16:10:56.0900756Z;4988;;4988
2026-01-17T16:10:57.0899297Z;5089;;5089
2026-01-17T16:10:58.0903540Z;4026;;4026
2026-01-17T16:10:59.0961843Z;6014;;6014
2026-01-17T16:11:00.0995213Z;5078;;5078
2026-01-17T16:11:01.1089426Z;3403;;3403
2026-01-17T16:11:02.1153965Z;6470;;6470
2026-01-17T16:11:03.1233807Z;5085;;5085
2026-01-17T16:11:04.1275948Z;4727;;4727
2026-01-17T16:11:05.1319743Z;5197;;5197
2026-01-17T16:11:06.1336291Z;5009;;5009
2026-01-17T16:11:07.1484866Z;4979;;4979
2026-01-17T16:11:08.1540212Z;1260;;1260
2026-01-17T16:11:09.1580701Z;8775;;8775
2026-01-17T16:11:10.1596500Z;4976;;4976
2026-01-17T16:11:11.1652912Z;4952;;4952
2026-01-17T16:11:12.1655413Z;5026;;5026
2026-01-17T16:11:13.1694808Z;4927;;4927
2026-01-17T16:11:14.1737528Z;5175;;5175
2026-01-17T16:11:15.1751707Z;4820;;4820
2026-01-17T16:11:16.1815385Z;4765;;4765
2026-01-17T16:11:17.1918360Z;5385;;5385
2026-01-17T16:11:18.1958459Z;4995;;4995
2026-01-17T16:11:19.1974783Z;4883;;4883
2026-01-17T16:11:20.2160047Z;5039;;5039
2026-01-17T16:11:21.4031023Z;5031;;5031
2026-01-17T16:11:22.4501211Z;5474;;5474
2026-01-17T16:11:23.4645094Z;4816;;4816
2026-01-17T16:11:24.5133457Z;5442;;5442
2026-01-17T16:11:25.5738243Z;4708;;4708
2026-01-17T16:11:26.6207362Z;5807;;5807
2026-01-17T16:11:27.6206659Z;4838;;4838
2026-01-17T16:11:28.6771575Z;5077;;5077
2026-01-17T16:11:29.6794242Z;4070;;4070
2026-01-17T16:11:30.6928918Z;5719;;5719
2026-01-17T16:11:31.6936225Z;4444;;4444
2026-01-17T16:11:32.7276031Z;6838;;6838
2026-01-17T16:11:33.9451117Z;2975;;2975
2026-01-17T16:11:34.9689233Z;5532;;5532
2026-01-17T16:11:35.9692823Z;7471;;7471
2026-01-17T16:11:36.9689301Z;4471;;4471
2026-01-17T16:11:37.9890587Z;4165;;4165
2026-01-17T16:11:38.9931107Z;6461;;6461
2026-01-17T16:11:39.9986547Z;5479;;5479
2026-01-17T16:11:41.0050768Z;4537;;4537
2026-01-17T16:11:42.0045343Z;5836;;5836
2026-01-17T16:11:43.0084628Z;5256;;5256
2026-01-17T16:11:44.0088579Z;3238;;3238
2026-01-17T16:11:45.0087728Z;6659;;6659
2026-01-17T16:11:46.0129892Z;2593;;2593
2026-01-17T16:11:47.0131977Z;5908;;5908
2026-01-17T16:11:48.0224664Z;4525;;4525
2026-01-17T16:11:49.0261213Z;7092;;7092
2026-01-17T16:11:50.0259543Z;4762;;4762
2026-01-17T16:11:51.0343376Z;1982;;1982
2026-01-17T16:11:52.0402798Z;7672;;7672
2026-01-17T16:11:53.0407946Z;5557;;5557
2026-01-17T16:11:54.0409390Z;5262;;5262
2026-01-17T16:11:55.0483537Z;4702;;4702
2026-01-17T16:11:56.0512760Z;5462;;5462
2026-01-17T16:11:57.0544406Z;5180;;5180
2026-01-17T16:11:58.0566482Z;5083;;5083
2026-01-17T16:11:59.0572289Z;3964;;3964
2026-01-17T16:12:00.0642706Z;5606;;5606
2026-01-17T16:12:01.0723588Z;1857;;1857
2026-01-17T16:12:02.0738989Z;7771;;7771
2026-01-17T16:12:03.0735436Z;5696;;5696
2026-01-17T16:12:04.0829818Z;2483;;2483
2026-01-17T16:12:05.0836453Z;6195;;6195
2026-01-17T16:12:06.0926692Z;6223;;6223
2026-01-17T16:12:07.0988671Z;2784;;2784
2026-01-17T16:12:08.0988101Z;7383;;7383
2026-01-17T16:12:09.1003992Z;2551;;2551
2026-01-17T16:12:10.1014307Z;7422;;7422
2026-01-17T16:12:11.1073922Z;4865;;4865
2026-01-17T16:12:12.1231732Z;2410;;2410
2026-01-17T16:12:13.1313499Z;7754;;7754
2026-01-17T16:12:14.1350900Z;3969;;3969
2026-01-17T16:12:15.1392086Z;6047;;6047
2026-01-17T16:12:16.1395424Z;4924;;4924
2026-01-17T16:12:17.1468335Z;4965;;4965
2026-01-17T16:12:18.1481591Z;5043;;5043
2026-01-17T16:12:19.1489943Z;4965;;4965
2026-01-17T16:12:20.1511248Z;5048;;5048
2026-01-17T16:12:21.1571110Z;4939;;4939
2026-01-17T16:12:22.1582717Z;4994;;4994
2026-01-17T16:12:23.1642410Z;5106;;5106
2026-01-17T16:12:24.1661796Z;2823;;2823
2026-01-17T16:12:25.1683490Z;7158;;7158
2026-01-17T16:12:26.1698905Z;4515;;4515
2026-01-17T16:12:27.1719955Z;5478;;5478
2026-01-17T16:12:28.1773150Z;4241;;4241
2026-01-17T16:12:29.1766548Z;5750;;5750
2026-01-17T16:12:30.1793050Z;5005;;5005
2026-01-17T16:12:31.1818676Z;4864;;4864
2026-01-17T16:12:32.1817892Z;5089;;5089
2026-01-17T16:12:33.1888115Z;5086;;5086
2026-01-17T16:12:34.1987841Z;4986;;4986
2026-01-17T16:12:35.3970926Z;214;;214
2026-01-17T16:12:36.4377489Z;5599;;5599
2026-01-17T16:12:37.5016110Z;7769;;7769
2026-01-17T16:12:38.5391551Z;7233;;7233
2026-01-17T16:12:39.6210645Z;4430;;4430
2026-01-17T16:12:40.6626406Z;6138;;6138
2026-01-17T16:12:41.6661941Z;3749;;3749
2026-01-17T16:12:42.7160356Z;6316;;6316
2026-01-17T16:12:43.9632667Z;3786;;3786
2026-01-17T16:12:44.9934431Z;5273;;5273
2026-01-17T16:12:45.9942906Z;4628;;4628
2026-01-17T16:12:46.9951149Z;5498;;5498
2026-01-17T16:12:48.0083059Z;4635;;4635
2026-01-17T16:12:49.0139900Z;6182;;6182
2026-01-17T16:12:50.0220368Z;3694;;3694
2026-01-17T16:12:51.0972279Z;2934;;2934
2026-01-17T16:12:52.0973477Z;6729;;6729
2026-01-17T16:12:53.0987660Z;10099;;10099
2026-01-17T16:12:54.1070062Z;5093;;5093
2026-01-17T16:12:55.1066953Z;4948;;4948
2026-01-17T16:12:56.1072346Z;5012;;5012
2026-01-17T16:12:57.1128284Z;4997;;4997
2026-01-17T16:12:58.1136840Z;5086;;5086
2026-01-17T16:12:59.1151206Z;4933;;4933
2026-01-17T16:13:00.1248720Z;3732;;3732
2026-01-17T16:13:01.1257743Z;6288;;6288
2026-01-17T16:13:02.1283209Z;4949;;4949
2026-01-17T16:13:03.1413181Z;5030;;5030
2026-01-17T16:13:04.1518813Z;2688;;2688
2026-01-17T16:13:05.1570544Z;7371;;7371
2026-01-17T16:13:06.1577392Z;4890;;4890
2026-01-17T16:13:07.1634903Z;4900;;4900
2026-01-17T16:13:08.1750272Z;3764;;3764
2026-01-17T16:13:09.1811567Z;6366;;6366
2026-01-17T16:13:10.1817447Z;260;;260
2026-01-17T16:13:11.1836737Z;5424;;5424
2026-01-17T16:13:12.1940254Z;8703;;8703
2026-01-17T16:13:13.2165461Z;5602;;5602
2026-01-17T16:13:14.2919809Z;5038;;5038
2026-01-17T16:13:15.2954162Z;4837;;4837
2026-01-17T16:13:16.2979914Z;5273;;5273
2026-01-17T16:13:17.3739639Z;5042;;5042
2026-01-17T16:13:18.3835477Z;4825;;4825
2026-01-17T16:13:19.3864105Z;1632;;1632
2026-01-17T16:13:20.3912007Z;910;;910
2026-01-17T16:13:21.4030806Z;955;;955
2026-01-17T16:13:22.4179334Z;697;;697
2026-01-17T16:13:23.4182717Z;531;;531
2026-01-17T16:13:24.4288085Z;172;;172
2026-01-17T16:13:25.4287804Z;183;;183
2026-01-17T16:13:26.4320450Z;206;;206
2026-01-17T16:13:27.4332377Z;61;;61
2026-01-17T16:13:30.3002816Z;546;;546
2026-01-17T16:13:31.3092058Z;53;;53
2026-01-17T16:13:35.1846678Z;652;;652
2026-01-17T16:13:36.1877869Z;183;;183
2026-01-17T16:13:37.1915878Z;305;;305
2026-01-17T16:13:38.1966186Z;160;;160
2026-01-17T16:13:39.2027277Z;46;;46
2026-01-17T16:13:42.8984153Z;469;;469
2026-01-17T16:13:43.9010725Z;183;;183
2026-01-17T16:13:44.9006895Z;183;;183
2026-01-17T16:13:45.9071515Z;0;;0
2026-01-17T16:13:46.9071865Z;244;;244
2026-01-17T16:13:47.9093523Z;145;;145
2026-01-17T16:13:52.5685991Z;628;;628
2026-01-17T16:13:53.5765299Z;61;;61
2026-01-17T16:13:59.6336122Z;553;;553
2026-01-17T16:14:00.6348092Z;40;;40
2026-01-17T16:14:01.6356162Z;65;;65
2026-01-17T16:14:02.6388782Z;123;;123
2026-01-17T16:14:08.6678258Z;543;;543
2026-01-17T16:14:09.6776580Z;183;;183
2026-01-17T16:14:16.3165975Z;534;;534
2026-01-17T16:14:21.4610132Z;545;;545
2026-01-17T16:14:22.4692714Z;65;;65
2026-01-17T16:14:23.4728796Z;245;;245
2026-01-17T16:14:26.3392766Z;694;;694
2026-01-17T16:14:27.3463481Z;400;;400
2026-01-17T16:14:28.3488658Z;546;;546
2026-01-17T16:14:29.3503304Z;645;;645
2026-01-17T16:14:30.3903980Z;2450;;2450
2026-01-17T16:14:31.3918825Z;9894;;9894
2026-01-17T16:14:32.4068478Z;14668;;14668
2026-01-17T16:14:33.4407363Z;13223;;13223
2026-01-17T16:14:34.4867806Z;16147;;16147
2026-01-17T16:14:35.4968807Z;14803;;14803
2026-01-17T16:14:36.5441012Z;15790;;15790
2026-01-17T16:14:37.5904230Z;15294;;15294
2026-01-17T16:14:38.5897299Z;15581;;15581
2026-01-17T16:14:39.6438686Z;13254;;13254
2026-01-17T16:14:40.7040154Z;14653;;14653
2026-01-17T16:14:41.7552084Z;15280;;15280
2026-01-17T16:14:42.7640469Z;14100;;14100
2026-01-17T16:14:43.7724957Z;15489;;15489
2026-01-17T16:14:44.9923210Z;15219;;15219
2026-01-17T16:14:45.9995793Z;11455;;11455
2026-01-17T16:14:47.0044859Z;15404;;15404
2026-01-17T16:14:48.0077750Z;15401;;15401
2026-01-17T16:14:49.0302508Z;14670;;14670
2026-01-17T16:14:50.0303696Z;14085;;14085
2026-01-17T16:14:51.0351211Z;16262;;16262
2026-01-17T16:14:52.0410073Z;15965;;15965
2026-01-17T16:14:53.0447817Z;15804;;15804
2026-01-17T16:14:54.0501321Z;15552;;15552
2026-01-17T16:14:55.0557354Z;11342;;11342
2026-01-17T16:14:56.0567307Z;9248;;9248
2026-01-17T16:14:57.0620785Z;9907;;9907
2026-01-17T16:14:58.0686304Z;9570;;9570
2026-01-17T16:14:59.0691879Z;10154;;10154
2026-01-17T16:15:00.0753752Z;9930;;9930
2026-01-17T16:15:01.0784049Z;9460;;9460
2026-01-17T16:15:02.0808484Z;9552;;9552
2026-01-17T16:15:03.0930563Z;9669;;9669
2026-01-17T16:15:04.1008345Z;10018;;10018
2026-01-17T16:15:05.1047286Z;10324;;10324
2026-01-17T16:15:06.1094122Z;9863;;9863
2026-01-17T16:15:07.1154652Z;9270;;9270
2026-01-17T16:15:08.1182726Z;9100;;9100
2026-01-17T16:15:09.1187110Z;8004;;8004
2026-01-17T16:15:10.1235492Z;8183;;8183
2026-01-17T16:15:11.1237142Z;8369;;8369
2026-01-17T16:15:12.1251083Z;8757;;8757
2026-01-17T16:15:13.1297131Z;8955;;8955
2026-01-17T16:15:14.1323446Z;8152;;8152
2026-01-17T16:15:15.1335259Z;8768;;8768
2026-01-17T16:15:16.1424962Z;9317;;9317
2026-01-17T16:15:17.1430282Z;8880;;8880
2026-01-17T16:15:18.1477588Z;8451;;8451
2026-01-17T16:15:19.1539824Z;8827;;8827
2026-01-17T16:15:20.1566319Z;7499;;7499
2026-01-17T16:15:21.1661453Z;8528;;8528
2026-01-17T16:15:22.1669118Z;8423;;8423
2026-01-17T16:15:23.1735419Z;8468;;8468
2026-01-17T16:15:24.1759948Z;8266;;8266
2026-01-17T16:15:25.1768253Z;6951;;6951
2026-01-17T16:15:26.1826861Z;5019;;5019
2026-01-17T16:15:27.1819996Z;4846;;4846
2026-01-17T16:15:28.1923307Z;5044;;5044
2026-01-17T16:15:29.2096463Z;5080;;5080
2026-01-17T16:15:30.2183363Z;4802;;4802
2026-01-17T16:15:31.2303700Z;430;;430
2026-01-17T16:15:32.2673185Z;8345;;8345
2026-01-17T16:15:33.3295287Z;6585;;6585
2026-01-17T16:15:34.3343830Z;4937;;4937
2026-01-17T16:15:35.3346472Z;4949;;4949
2026-01-17T16:15:36.4021564Z;5093;;5093
2026-01-17T16:15:37.4080735Z;5036;;5036
2026-01-17T16:15:38.4421169Z;5352;;5352
2026-01-17T16:15:39.4797915Z;5186;;5186
2026-01-17T16:15:40.4819188Z;4307;;4307
2026-01-17T16:15:41.4849320Z;5637;;5637
2026-01-17T16:15:42.4857559Z;4410;;4410
2026-01-17T16:15:43.5538139Z;5293;;5293
2026-01-17T16:15:44.5948685Z;5694;;5694
2026-01-17T16:15:45.6024779Z;4933;;4933
2026-01-17T16:15:46.6555658Z;5198;;5198
2026-01-17T16:15:47.6623802Z;3897;;3897
2026-01-17T16:15:48.7103864Z;1906;;1906
2026-01-17T16:15:49.7839156Z;6560;;6560
2026-01-17T16:15:50.8373952Z;7902;;7902
2026-01-17T16:15:51.8401674Z;5592;;5592
2026-01-17T16:15:52.8452573Z;3702;;3702
2026-01-17T16:15:53.8844858Z;6519;;6519
2026-01-17T16:15:54.8842882Z;3662;;3662
2026-01-17T16:15:55.8889928Z;4589;;4589
2026-01-17T16:15:56.9195947Z;6858;;6858
2026-01-17T16:15:57.9238319Z;2862;;2862
2026-01-17T16:15:58.9501674Z;7421;;7421
2026-01-17T16:15:59.9529882Z;4888;;4888
2026-01-17T16:16:00.9535237Z;2735;;2735
2026-01-17T16:16:01.9744871Z;5385;;5385
2026-01-17T16:16:02.9831196Z;8179;;8179
2026-01-17T16:16:03.9888829Z;4947;;4947
2026-01-17T16:16:04.9885006Z;4624;;4624
2026-01-17T16:16:05.9947016Z;5266;;5266
2026-01-17T16:16:07.0033771Z;4353;;4353
2026-01-17T16:16:08.0489605Z;4087;;4087
2026-01-17T16:16:09.0519460Z;7673;;7673
2026-01-17T16:16:10.0560043Z;2944;;2944
2026-01-17T16:16:11.0830479Z;3914;;3914
2026-01-17T16:16:12.0833825Z;8357;;8357
2026-01-17T16:16:13.0945381Z;3411;;3411
2026-01-17T16:16:14.0976768Z;5856;;5856
2026-01-17T16:16:15.0983864Z;5616;;5616
2026-01-17T16:16:16.0989953Z;5101;;5101
2026-01-17T16:16:17.1008566Z;5014;;5014
2026-01-17T16:16:18.1064178Z;4728;;4728
2026-01-17T16:16:19.1068242Z;5200;;5200
2026-01-17T16:16:20.1100557Z;4915;;4915
2026-01-17T16:16:21.1153884Z;5162;;5162
2026-01-17T16:16:22.1236933Z;4925;;4925
2026-01-17T16:16:23.1236408Z;4905;;4905
2026-01-17T16:16:24.1308307Z;5170;;5170
2026-01-17T16:16:25.1333080Z;4949;;4949
2026-01-17T16:16:26.1352654Z;5072;;5072
2026-01-17T16:16:27.1401518Z;4864;;4864
2026-01-17T16:16:28.1401762Z;4940;;4940
2026-01-17T16:16:29.1427831Z;5159;;5159
2026-01-17T16:16:30.1466948Z;5041;;5041
2026-01-17T16:16:31.1488819Z;4985;;4985
2026-01-17T16:16:32.1532078Z;3696;;3696
2026-01-17T16:16:33.1536709Z;6286;;6286
2026-01-17T16:16:34.1560975Z;4970;;4970
2026-01-17T16:16:35.1567592Z;4955;;4955
2026-01-17T16:16:36.1652464Z;4953;;4953
2026-01-17T16:16:37.1654565Z;5171;;5171
2026-01-17T16:16:38.1660369Z;4746;;4746
2026-01-17T16:16:39.1715340Z;5194;;5194
2026-01-17T16:16:40.1740177Z;5059;;5059
2026-01-17T16:16:41.1750745Z;3270;;3270
2026-01-17T16:16:42.1805106Z;6674;;6674
2026-01-17T16:16:43.1892400Z;4893;;4893
2026-01-17T16:16:44.2037017Z;5066;;5066
2026-01-17T16:16:45.2109939Z;5061;;5061
2026-01-17T16:16:46.2741423Z;5026;;5026
2026-01-17T16:16:47.3313489Z;5138;;5138
2026-01-17T16:16:48.3353056Z;4962;;4962
2026-01-17T16:16:49.3754485Z;5140;;5140
2026-01-17T16:16:50.4240952Z;5104;;5104
2026-01-17T16:16:51.4887753Z;5242;;5242
2026-01-17T16:16:52.4939656Z;4559;;4559
2026-01-17T16:16:53.7450499Z;4972;;4972
2026-01-17T16:16:54.7980793Z;6075;;6075
2026-01-17T16:16:55.8033702Z;5928;;5928
2026-01-17T16:16:56.8060459Z;3136;;3136
2026-01-17T16:16:57.8507084Z;7050;;7050
2026-01-17T16:16:58.8640193Z;3786;;3786
2026-01-17T16:16:59.9137465Z;6168;;6168
2026-01-17T16:17:00.9134951Z;5241;;5241
2026-01-17T16:17:02.0143139Z;2946;;2946
2026-01-17T16:17:03.0193431Z;8446;;8446
2026-01-17T16:17:04.0292390Z;2931;;2931
2026-01-17T16:17:05.0331532Z;7279;;7279
2026-01-17T16:17:06.0439137Z;5153;;5153
2026-01-17T16:17:07.0572646Z;5327;;5327
2026-01-17T16:17:08.0609673Z;3385;;3385
2026-01-17T16:17:09.0618499Z;6463;;6463
2026-01-17T16:17:10.0718339Z;2390;;2390
2026-01-17T16:17:11.0721356Z;8083;;8083
2026-01-17T16:17:12.0827672Z;946;;946
2026-01-17T16:17:13.0901468Z;9070;;9070
2026-01-17T16:17:14.1015019Z;4890;;4890
2026-01-17T16:17:15.1082683Z;5066;;5066
2026-01-17T16:17:16.1094236Z;5094;;5094
2026-01-17T16:17:17.1144443Z;5003;;5003
2026-01-17T16:17:18.1150987Z;4942;;4942
2026-01-17T16:17:19.1201982Z;2400;;2400
2026-01-17T16:17:20.1237948Z;7655;;7655
2026-01-17T16:17:21.1237270Z;4942;;4942
2026-01-17T16:17:22.1237344Z;5046;;5046
2026-01-17T16:17:23.1237624Z;5002;;5002
2026-01-17T16:17:24.1241418Z;4947;;4947
2026-01-17T16:17:25.1241257Z;4879;;4879
2026-01-17T16:17:26.1253783Z;5083;;5083
2026-01-17T16:17:27.1317189Z;3225;;3225
2026-01-17T16:17:28.1321388Z;6820;;6820
2026-01-17T16:17:29.1409651Z;5056;;5056
2026-01-17T16:17:30.1413817Z;5024;;5024
2026-01-17T16:17:31.1521353Z;4858;;4858
2026-01-17T16:17:32.1538751Z;5092;;5092
2026-01-17T16:17:33.1560928Z;5012;;5012
2026-01-17T16:17:34.1652783Z;4952;;4952
2026-01-17T16:17:35.1717902Z;5118;;5118
2026-01-17T16:17:36.1795807Z;4934;;4934
2026-01-17T16:17:37.1796983Z;4973;;4973
2026-01-17T16:17:38.1788481Z;4540;;4540
2026-01-17T16:17:39.1819708Z;5482;;5482
2026-01-17T16:17:40.1827369Z;4967;;4967
2026-01-17T16:17:41.2066692Z;4999;;4999
2026-01-17T16:17:42.2350444Z;4974;;4974
2026-01-17T16:17:43.2447431Z;5114;;5114
2026-01-17T16:17:44.2452148Z;4934;;4934
2026-01-17T16:17:45.2739059Z;5174;;5174
2026-01-17T16:17:46.5292456Z;4930;;4930
2026-01-17T16:17:47.5837035Z;4595;;4595
2026-01-17T16:17:48.5891435Z;6371;;6371
2026-01-17T16:17:49.6318773Z;5094;;5094
2026-01-17T16:17:50.6906286Z;5182;;5182
2026-01-17T16:17:51.7275738Z;5264;;5264
2026-01-17T16:17:52.7401713Z;4706;;4706
2026-01-17T16:17:53.7480757Z;5142;;5142
2026-01-17T16:17:54.7894227Z;5381;;5381
2026-01-17T16:17:56.2266142Z;3872;;3872
2026-01-17T16:17:57.2549482Z;6184;;6184
2026-01-17T16:17:58.2754180Z;8289;;8289
2026-01-17T16:17:59.3262959Z;4904;;4904
2026-01-17T16:18:00.4108227Z;5064;;5064
2026-01-17T16:18:01.4602450Z;5179;;5179
2026-01-17T16:18:02.4724240Z;5184;;5184
2026-01-17T16:18:03.4736256Z;5097;;5097
2026-01-17T16:18:04.5266419Z;5091;;5091
2026-01-17T16:18:05.5648124Z;5414;;5414
2026-01-17T16:18:06.5724233Z;4036;;4036
2026-01-17T16:18:07.6182778Z;5901;;5901
2026-01-17T16:18:08.6555838Z;5349;;5349
2026-01-17T16:18:09.7085143Z;4868;;4868
2026-01-17T16:18:10.7849899Z;4653;;4653
2026-01-17T16:18:11.8566798Z;5861;;5861
2026-01-17T16:18:12.8623284Z;3973;;3973
2026-01-17T16:18:13.9133046Z;6725;;6725
2026-01-17T16:18:14.9835720Z;4043;;4043
2026-01-17T16:18:15.9893384Z;6735;;6735
2026-01-17T16:18:17.0023746Z;4958;;4958
2026-01-17T16:18:18.0140349Z;5238;;5238
2026-01-17T16:18:19.0142263Z;5018;;5018
2026-01-17T16:18:20.0269093Z;4225;;4225
2026-01-17T16:18:21.0291121Z;5472;;5472
2026-01-17T16:18:22.0383038Z;6095;;6095
2026-01-17T16:18:23.0422339Z;5402;;5402
2026-01-17T16:18:24.0547759Z;3736;;3736
2026-01-17T16:18:25.0570434Z;1873;;1873
2026-01-17T16:18:26.0640764Z;8826;;8826
2026-01-17T16:18:27.0740573Z;5853;;5853
2026-01-17T16:18:28.0764870Z;3574;;3574
2026-01-17T16:18:29.0769715Z;6516;;6516
2026-01-17T16:18:30.0810135Z;253;;253
2026-01-17T16:18:31.0825321Z;7759;;7759
2026-01-17T16:18:32.0906808Z;6931;;6931
2026-01-17T16:18:33.0976036Z;2002;;2002
2026-01-17T16:18:34.0996680Z;8020;;8020
2026-01-17T16:18:35.1065512Z;3664;;3664
2026-01-17T16:18:36.1068703Z;6383;;6383
2026-01-17T16:18:37.1136956Z;4926;;4926
2026-01-17T16:18:38.1154189Z;5048;;5048
2026-01-17T16:18:39.1226735Z;4970;;4970
2026-01-17T16:18:40.1238560Z;4927;;4927
2026-01-17T16:18:41.1245686Z;5011;;5011
2026-01-17T16:18:42.1316669Z;5067;;5067
2026-01-17T16:18:43.1393103Z;4920;;4920
2026-01-17T16:18:44.1399986Z;5088;;5088
2026-01-17T16:18:45.1406953Z;4964;;4964
2026-01-17T16:18:46.1407596Z;4962;;4962
2026-01-17T16:18:47.1476529Z;5058;;5058
2026-01-17T16:18:48.1485137Z;4973;;4973
2026-01-17T16:18:49.1530414Z;1732;;1732
2026-01-17T16:18:50.1573065Z;8262;;8262
2026-01-17T16:18:51.1581298Z;4925;;4925
2026-01-17T16:18:52.1600847Z;5123;;5123
2026-01-17T16:18:53.1638875Z;4982;;4982
2026-01-17T16:18:54.1651710Z;4999;;4999
2026-01-17T16:18:55.1786175Z;4916;;4916
2026-01-17T16:18:56.1832148Z;5117;;5117
2026-01-17T16:18:57.1897997Z;4921;;4921
2026-01-17T16:18:58.1893045Z;5002;;5002
2026-01-17T16:18:59.2165334Z;5048;;5048
2026-01-17T16:19:00.2622049Z;1872;;1872
2026-01-17T16:19:01.2673964Z;8098;;8098
2026-01-17T16:19:02.2750245Z;5044;;5044
2026-01-17T16:19:03.2778903Z;5015;;5015
2026-01-17T16:19:04.3452327Z;5067;;5067
2026-01-17T16:19:05.3832110Z;5127;;5127
2026-01-17T16:19:06.4286720Z;5106;;5106
2026-01-17T16:19:07.4661682Z;5185;;5185
2026-01-17T16:19:08.5167735Z;5120;;5120
2026-01-17T16:19:09.6112826Z;4845;;4845
2026-01-17T16:19:10.6179060Z;5285;;5285
2026-01-17T16:19:11.6171669Z;5248;;5248
2026-01-17T16:19:12.6884250Z;5397;;5397
2026-01-17T16:19:13.6884256Z;4550;;4550
2026-01-17T16:19:14.6881992Z;5508;;5508
2026-01-17T16:19:15.6915759Z;4826;;4826
2026-01-17T16:19:16.8268297Z;4530;;4530
2026-01-17T16:19:17.8767476Z;6276;;6276
2026-01-17T16:19:18.9389302Z;4670;;4670
2026-01-17T16:19:19.9463519Z;4145;;4145
2026-01-17T16:19:20.9806847Z;6538;;6538
2026-01-17T16:19:21.9840444Z;5435;;5435
2026-01-17T16:19:23.0503489Z;2583;;2583
2026-01-17T16:19:24.0542339Z;8909;;8909
2026-01-17T16:19:25.0762424Z;4339;;4339
2026-01-17T16:19:26.0822580Z;6317;;6317
2026-01-17T16:19:27.0869858Z;4997;;4997
2026-01-17T16:19:28.0921671Z;3408;;3408
2026-01-17T16:19:29.0947661Z;2811;;2811
2026-01-17T16:19:30.7555342Z;1139;;1139
2026-01-17T16:19:32.4303672Z;1193;;1193
2026-01-17T16:19:33.6164800Z;1371;;1371
